CUSTOMER_ID,SIGNUP_DATE,CHURN_DATE,SUBSCRIPTION_PLAN,CONTRACT_TYPE,MONTHLY_FEE,SUPPORT_TICKETS,USAGE_HOURS
CUST-122807,11/2/2023,5/25/2024,Enterprise,Monthly,299,4,42.9
CUST-122808,7/5/2024,,Basic,Monthly,29,0,51.4
CUST-122809,4/7/2024,,Pro,Monthly,79,3,5
CUST-122810,2/2/2024,,Pro,Annual,79,3,57.8
CUST-122811,11/10/2022,,Enterprise,Annual,299,1,56
CUST-122812,7/25/2024,,Pro,Monthly,79,1,37.4
CUST-122813,7/30/2024,,Pro,Monthly,79,0,43.5
CUST-122814,3/23/2024,10/15/2024,Basic,Annual,29,4,27.9
CUST-122815,1/15/2023,7/22/2023,Pro,Annual,79,1,35.4
CUST-122816,3/4/2024,,Basic,Annual,29,1,24.8
CUST-122817,9/6/2023,,Basic,Monthly,29,4,33.3
CUST-122818,7/17/2023,10/26/2023,Pro,Monthly,79,2,42.2
CUST-122819,2/24/2023,,Basic,Annual,29,4,58
CUST-122820,2/21/2022,5/27/2022,Basic,Monthly,29,1,44.2
CUST-122821,12/22/2023,,Basic,Monthly,29,2,35.7
CUST-122822,3/29/2024,,Basic,Annual,29,3,11.5
CUST-122823,10/5/2023,,Basic,Monthly,29,2,19.9
CUST-122824,5/24/2023,,Basic,Annual,29,2,37.7
CUST-122825,2/21/2024,,Basic,Monthly,29,2,56.7
CUST-122826,8/2/2024,,Pro,Monthly,79,2,62.5
CUST-122827,7/24/2022,,Basic,Monthly,29,2,61.4
CUST-122828,1/1/2024,7/19/2024,Enterprise,Monthly,299,5,45.4
CUST-122829,9/14/2022,,Enterprise,Monthly,299,0,30.8
CUST-122830,7/4/2022,,Basic,Annual,29,3,37.4
CUST-122831,5/25/2022,,Basic,Monthly,29,3,26.6
CUST-122832,11/21/2023,,Basic,Annual,29,1,54.4
CUST-122833,9/20/2024,,Enterprise,Monthly,299,2,17.9
CUST-122834,1/14/2022,,Pro,Monthly,79,0,31.9
CUST-122835,9/3/2022,,Pro,Monthly,79,1,31.4
CUST-122836,7/6/2022,,Enterprise,Annual,299,4,27.1
CUST-122837,12/3/2022,,Enterprise,Monthly,299,1,50.8
CUST-122838,9/16/2022,,Pro,Annual,79,2,49.7
CUST-122839,5/15/2024,,Pro,Monthly,79,1,24.6
CUST-122840,2/9/2022,,Enterprise,Monthly,299,0,29.4
CUST-122841,8/24/2023,4/26/2024,Enterprise,Annual,299,3,43.2
CUST-122842,9/29/2023,,Basic,Monthly,29,2,23.7
CUST-122843,8/19/2024,,Enterprise,Monthly,299,2,40.9
CUST-122844,2/22/2023,,Pro,Monthly,79,1,50.1
CUST-122845,9/12/2024,1/2/2025,Basic,Annual,29,1,48.5
CUST-122846,12/17/2022,4/19/2023,Basic,Monthly,29,3,58.8
CUST-122847,1/9/2022,,Pro,Monthly,79,1,48.2
CUST-122848,12/16/2022,2/14/2023,Basic,Monthly,29,1,40.6
CUST-122849,3/25/2022,7/17/2022,Pro,Monthly,79,5,59.8
CUST-122850,6/17/2023,,Basic,Monthly,29,4,47.3
CUST-122851,9/15/2024,,Enterprise,Monthly,299,1,64.4
CUST-122852,3/3/2024,10/23/2024,Basic,Annual,29,3,11.4
CUST-122853,12/24/2022,4/24/2023,Basic,Annual,29,1,54.5
CUST-122854,1/13/2023,,Enterprise,Monthly,299,1,34.4
CUST-122855,6/21/2022,7/29/2022,Basic,Monthly,29,4,67.6
CUST-122856,1/25/2022,,Pro,Monthly,79,5,32.4
CUST-122857,1/28/2023,,Basic,Annual,29,1,46.4
CUST-122858,4/13/2022,6/2/2022,Enterprise,Monthly,299,4,41.8
CUST-122859,12/3/2023,,Basic,Monthly,29,1,55.5
CUST-122860,8/24/2022,4/6/2023,Basic,Monthly,29,3,35.6
CUST-122861,2/14/2023,,Enterprise,Monthly,299,1,39
CUST-122862,4/4/2024,,Basic,Monthly,29,3,28.2
CUST-122863,7/3/2023,,Enterprise,Annual,299,2,54.9
CUST-122864,2/23/2024,,Pro,Monthly,79,1,53.1
CUST-122865,3/15/2024,,Basic,Monthly,29,1,47.3
CUST-122866,11/28/2022,,Basic,Monthly,29,0,62.1
CUST-122867,10/26/2023,,Basic,Annual,29,1,18.4
CUST-122868,3/4/2024,,Basic,Annual,29,1,33
CUST-122869,6/16/2023,,Basic,Monthly,29,2,75.1
CUST-122870,10/11/2023,,Pro,Monthly,79,2,33.6
CUST-122871,9/9/2024,,Enterprise,Annual,299,2,10.2
CUST-122872,5/20/2024,,Basic,Monthly,29,3,63.1
CUST-122873,1/29/2022,,Basic,Monthly,29,3,66
CUST-122874,6/27/2023,11/16/2023,Pro,Monthly,79,3,50.2
CUST-122875,1/19/2022,,Basic,Annual,29,2,39.2
CUST-122876,5/28/2022,,Pro,Monthly,79,3,49
CUST-122877,4/16/2023,,Basic,Monthly,29,2,53.1
CUST-122878,5/6/2023,11/3/2023,Enterprise,Annual,299,1,58.4
CUST-122879,10/10/2022,,Pro,Monthly,79,4,24.2
CUST-122880,5/11/2024,,Basic,Monthly,29,4,49.6
CUST-122881,5/2/2024,,Pro,Monthly,79,1,34.8
CUST-122882,3/22/2024,,Pro,Annual,79,2,11.8
CUST-122883,11/6/2023,,Pro,Annual,79,0,20.5
CUST-122884,4/23/2022,,Basic,Monthly,29,0,25.1
CUST-122885,3/31/2023,,Basic,Monthly,29,4,73.3
CUST-122886,10/24/2023,,Basic,Monthly,29,1,37.1
CUST-122887,11/26/2022,2/22/2023,Basic,Monthly,29,1,34.2
CUST-122888,9/12/2022,,Basic,Monthly,29,1,41.5
CUST-122889,8/22/2023,12/5/2023,Pro,Annual,79,4,49.3
CUST-122890,2/3/2023,,Basic,Monthly,29,2,38.1
CUST-122891,5/11/2024,,Basic,Monthly,29,2,73.6
CUST-122892,9/2/2023,,Basic,Monthly,29,2,49.6
CUST-122893,6/27/2024,9/14/2024,Basic,Monthly,29,3,18
CUST-122894,5/23/2023,,Basic,Monthly,29,2,33.6
CUST-122895,10/6/2023,7/6/2024,Pro,Monthly,79,5,16.8
CUST-122896,4/11/2023,8/23/2023,Enterprise,Monthly,299,4,49.6
CUST-122897,4/3/2024,,Pro,Monthly,79,1,27.4
CUST-122898,2/11/2023,,Basic,Monthly,29,2,65.5
CUST-122899,9/1/2023,,Pro,Annual,79,1,13
CUST-122900,4/8/2022,,Basic,Monthly,29,0,42.9
CUST-122901,10/17/2022,,Basic,Monthly,29,1,61.8
CUST-122902,5/17/2024,,Basic,Monthly,29,1,64.6
CUST-122903,1/9/2024,,Basic,Annual,29,1,41.5
CUST-122904,10/19/2023,,Pro,Annual,79,3,39.8
CUST-122905,6/5/2022,,Enterprise,Annual,299,2,35.1
CUST-122906,2/21/2024,,Pro,Annual,79,2,44.4
CUST-122907,6/11/2022,,Basic,Monthly,29,0,57.2
CUST-122908,9/16/2023,12/31/2023,Basic,Monthly,29,7,20.9
CUST-122909,4/22/2024,,Basic,Annual,29,3,48.5
CUST-122910,11/28/2023,,Enterprise,Annual,299,4,69
CUST-122911,12/18/2023,,Basic,Annual,29,2,23.6
CUST-122912,4/7/2022,,Basic,Annual,29,1,52.8
CUST-122913,1/12/2023,,Basic,Annual,29,3,15
CUST-122914,7/21/2023,,Pro,Monthly,79,1,63.5
CUST-122915,3/26/2023,,Pro,Monthly,79,3,19.2
CUST-122916,9/20/2024,,Basic,Annual,29,1,53.3
CUST-122917,4/27/2022,,Pro,Annual,79,1,38
CUST-122918,8/28/2023,,Pro,Annual,79,2,42.8
CUST-122919,3/15/2024,8/13/2024,Pro,Monthly,79,3,41.9
CUST-122920,8/21/2024,,Enterprise,Monthly,299,0,67
CUST-122921,12/17/2023,,Enterprise,Monthly,299,0,43
CUST-122922,3/4/2024,,Basic,Monthly,29,2,56.7
CUST-122923,5/21/2023,,Pro,Monthly,79,3,46.3
CUST-122924,7/8/2022,,Pro,Monthly,79,0,43.6
CUST-122925,4/21/2023,,Basic,Annual,29,0,40.8
CUST-122926,11/19/2022,3/29/2023,Pro,Monthly,79,3,31.7
CUST-122927,8/19/2023,10/24/2023,Basic,Monthly,29,2,32.9
CUST-122928,8/27/2024,,Pro,Monthly,79,4,28.9
CUST-122929,6/29/2022,,Basic,Monthly,29,1,51.9
CUST-122930,2/25/2024,10/30/2024,Pro,Monthly,79,5,26.1
CUST-122931,6/30/2022,,Basic,Annual,29,2,38.2
CUST-122932,8/16/2024,,Basic,Monthly,29,0,30.3
CUST-122933,11/24/2023,,Basic,Annual,29,3,29.2
CUST-122934,3/5/2024,,Basic,Monthly,29,3,38.3
CUST-122935,10/14/2022,,Enterprise,Monthly,299,2,49.5
CUST-122936,4/20/2023,,Basic,Monthly,29,2,55.7
CUST-122937,9/10/2023,,Basic,Monthly,29,2,5
CUST-122938,10/3/2023,7/13/2024,Pro,Monthly,79,1,23.2
CUST-122939,9/19/2022,,Basic,Monthly,29,1,28.8
CUST-122940,6/7/2023,,Basic,Monthly,29,1,42
CUST-122941,6/11/2022,,Basic,Monthly,29,4,41.6
CUST-122942,5/2/2023,,Pro,Monthly,79,2,56.3
CUST-122943,9/6/2024,,Enterprise,Monthly,299,0,29.8
CUST-122944,8/16/2024,,Pro,Monthly,79,0,53.8
CUST-122945,6/30/2022,,Enterprise,Monthly,299,5,31.8
CUST-122946,12/26/2023,,Pro,Annual,79,1,13.5
CUST-122947,4/14/2023,,Enterprise,Annual,299,0,47.2
CUST-122948,2/25/2024,,Basic,Monthly,29,1,51.5
CUST-122949,1/21/2022,,Basic,Monthly,29,1,43.5
CUST-122950,10/2/2022,,Basic,Annual,29,2,37.5
CUST-122951,9/17/2022,,Basic,Monthly,29,1,31.9
CUST-122952,11/29/2022,,Pro,Monthly,79,2,22.9
CUST-122953,4/11/2023,,Basic,Monthly,29,2,28
CUST-122954,4/26/2022,,Pro,Monthly,79,0,69.9
CUST-122955,2/17/2023,,Basic,Annual,29,0,62.1
CUST-122956,6/21/2023,,Basic,Monthly,29,1,41.2
CUST-122957,8/9/2024,,Basic,Monthly,29,4,57.5
CUST-122958,4/24/2024,12/20/2024,Basic,Monthly,29,1,17.3
CUST-122959,2/5/2024,,Enterprise,Annual,299,4,27.8
CUST-122960,8/16/2024,,Pro,Monthly,79,1,28.2
CUST-122961,7/11/2024,,Pro,Annual,79,0,36.5
CUST-122962,8/13/2024,,Basic,Monthly,29,1,34.6
CUST-122963,12/24/2023,,Basic,Monthly,29,2,53.6
CUST-122964,3/27/2024,,Basic,Monthly,29,1,47.3
CUST-122965,4/12/2024,,Pro,Annual,79,1,34.1
CUST-122966,7/22/2024,,Basic,Monthly,29,1,31.7
CUST-122967,4/30/2024,,Pro,Monthly,79,2,42.9
CUST-122968,8/5/2024,,Pro,Monthly,79,0,49
CUST-122969,9/14/2022,,Basic,Annual,29,2,50.5
CUST-122970,6/17/2022,3/17/2023,Pro,Monthly,79,1,9.5
CUST-122971,4/28/2024,,Pro,Monthly,79,0,54.3
CUST-122972,6/17/2023,,Basic,Annual,29,1,50
CUST-122973,8/21/2023,,Pro,Monthly,79,3,41.5
CUST-122974,1/15/2022,,Pro,Monthly,79,1,35.2
CUST-122975,2/19/2022,,Basic,Monthly,29,0,36.8
CUST-122976,9/25/2024,,Basic,Annual,29,4,45.9
CUST-122977,10/31/2022,,Basic,Monthly,29,1,43
CUST-122978,5/2/2023,,Enterprise,Monthly,299,4,49.8
CUST-122979,2/20/2023,,Basic,Monthly,29,3,34.5
CUST-122980,11/1/2022,1/17/2023,Basic,Monthly,29,0,56
CUST-122981,7/15/2022,,Basic,Monthly,29,4,24.1
CUST-122982,5/25/2024,,Basic,Monthly,29,1,48.2
CUST-122983,3/23/2024,,Basic,Annual,29,1,17.4
CUST-122984,3/10/2024,,Basic,Monthly,29,4,72.1
CUST-122985,1/23/2023,,Basic,Monthly,29,2,68
CUST-122986,1/27/2024,,Pro,Monthly,79,3,44.5
CUST-122987,8/18/2024,,Enterprise,Annual,299,1,29.7
CUST-122988,5/14/2024,,Basic,Monthly,29,1,39.3
CUST-122989,3/31/2023,,Enterprise,Monthly,299,0,52.2
CUST-122990,12/14/2023,,Basic,Annual,29,2,44.1
CUST-122991,12/6/2023,,Pro,Monthly,79,0,55.7
CUST-122992,4/27/2024,,Basic,Monthly,29,3,40.1
CUST-122993,10/20/2023,,Basic,Monthly,29,2,24.4
CUST-122994,11/6/2022,3/3/2023,Basic,Annual,29,3,57.6
CUST-122995,5/7/2022,,Basic,Monthly,29,5,36.5
CUST-122996,6/24/2022,,Pro,Annual,79,2,36.3
CUST-122997,5/14/2022,,Basic,Monthly,29,0,47.6
CUST-122998,3/7/2022,,Basic,Monthly,29,4,52.7
CUST-122999,1/28/2023,,Enterprise,Monthly,299,2,38.9
CUST-123000,8/21/2024,,Pro,Monthly,79,0,53.8
CUST-123001,12/31/2022,7/10/2023,Basic,Monthly,29,2,57.6
CUST-123002,10/6/2022,,Basic,Monthly,29,3,48.8
CUST-123003,1/28/2024,,Enterprise,Monthly,299,4,27.5
CUST-123004,12/29/2022,,Basic,Monthly,29,1,15.9
CUST-123005,1/19/2024,,Pro,Monthly,79,2,36.5
CUST-123006,6/20/2022,,Pro,Monthly,79,0,61.6
CUST-123007,2/20/2022,,Basic,Monthly,29,3,57.9
CUST-123008,11/24/2022,,Enterprise,Annual,299,1,40.1
CUST-123009,5/20/2024,,Basic,Monthly,29,4,39.6
CUST-123010,10/27/2023,6/20/2024,Pro,Monthly,79,1,38.5
CUST-123011,8/15/2023,,Pro,Monthly,79,2,41.5
CUST-123012,7/19/2024,,Pro,Monthly,79,0,54.4
CUST-123013,5/25/2022,,Enterprise,Annual,299,1,8.8
CUST-123014,10/1/2022,,Pro,Monthly,79,3,61.4
CUST-123015,6/4/2022,,Pro,Monthly,79,0,43.6
CUST-123016,6/29/2024,,Basic,Monthly,29,2,59.9
CUST-123017,5/23/2023,,Pro,Annual,79,1,56.1
CUST-123018,4/28/2024,,Pro,Annual,79,2,38.9
CUST-123019,12/29/2022,,Enterprise,Annual,299,2,45.4
CUST-123020,11/21/2022,,Enterprise,Annual,299,3,9.2
CUST-123021,4/27/2024,,Basic,Monthly,29,2,78.4
CUST-123022,10/17/2023,,Basic,Monthly,29,3,30.8
CUST-123023,10/25/2022,,Enterprise,Monthly,299,1,14.3
CUST-123024,5/9/2023,,Pro,Monthly,79,0,20
CUST-123025,6/30/2023,,Basic,Monthly,29,4,36.3
CUST-123026,10/31/2022,,Basic,Monthly,29,3,57.8
CUST-123027,4/12/2023,,Basic,Annual,29,2,38.7
CUST-123028,6/22/2024,,Pro,Annual,79,1,11.6
CUST-123029,8/27/2022,12/6/2022,Pro,Monthly,79,4,32.7
CUST-123030,10/12/2023,,Basic,Monthly,29,1,46.3
CUST-123031,2/5/2024,,Basic,Annual,29,1,29.8
CUST-123032,6/1/2023,,Pro,Monthly,79,0,35
CUST-123033,6/2/2024,,Enterprise,Monthly,299,3,61.7
CUST-123034,6/25/2022,,Basic,Monthly,29,2,44.1
CUST-123035,6/3/2024,,Enterprise,Monthly,299,2,42
CUST-123036,2/14/2023,,Basic,Annual,29,1,36.2
CUST-123037,12/27/2023,,Enterprise,Monthly,299,0,44.1
CUST-123038,12/30/2022,,Pro,Monthly,79,2,33.9
CUST-123039,1/23/2022,,Enterprise,Monthly,299,3,29.7
CUST-123040,11/14/2022,,Pro,Monthly,79,2,27.5
CUST-123041,6/9/2023,,Basic,Monthly,29,1,33.9
CUST-123042,6/23/2024,,Enterprise,Monthly,299,1,39.6
CUST-123043,1/23/2024,,Pro,Monthly,79,1,24.5
CUST-123044,10/3/2022,,Basic,Annual,29,3,56
CUST-123045,8/27/2023,2/19/2024,Basic,Monthly,29,2,27.7
CUST-123046,9/12/2023,,Basic,Annual,29,4,48
CUST-123047,8/10/2024,,Pro,Monthly,79,1,48.5
CUST-123048,8/17/2022,5/31/2023,Pro,Annual,79,6,17.7
CUST-123049,10/26/2023,,Pro,Annual,79,1,15.9
CUST-123050,4/18/2022,,Basic,Monthly,29,2,19
CUST-123051,3/11/2024,,Basic,Monthly,29,4,55.6
CUST-123052,7/4/2024,,Basic,Monthly,29,0,61.8
CUST-123053,8/13/2024,,Basic,Monthly,29,2,44.8
CUST-123054,6/25/2022,,Enterprise,Monthly,299,1,34.4
CUST-123055,11/16/2022,,Enterprise,Annual,299,2,7.8
CUST-123056,10/13/2022,,Basic,Annual,29,1,17.2
CUST-123057,5/25/2024,,Pro,Monthly,79,4,34.9
CUST-123058,11/25/2022,,Pro,Monthly,79,2,71.2
CUST-123059,5/26/2024,,Basic,Monthly,29,1,43.3
CUST-123060,1/23/2024,,Enterprise,Monthly,299,6,5
CUST-123061,10/19/2023,,Basic,Monthly,29,1,47.8
CUST-123062,12/22/2022,3/27/2023,Pro,Monthly,79,3,46.9
CUST-123063,1/14/2022,,Pro,Annual,79,2,35.1
CUST-123064,10/2/2022,,Basic,Monthly,29,1,34.4
CUST-123065,3/12/2022,,Basic,Monthly,29,3,30.6
CUST-123066,4/6/2024,,Basic,Monthly,29,1,32.5
CUST-123067,7/14/2022,,Basic,Monthly,29,3,43.9
CUST-123068,5/14/2024,,Basic,Monthly,29,2,43.7
CUST-123069,3/22/2024,,Enterprise,Monthly,299,1,60
CUST-123070,7/16/2024,,Pro,Monthly,79,2,61.8
CUST-123071,5/28/2024,12/7/2024,Enterprise,Annual,299,1,29.8
CUST-123072,6/7/2023,,Pro,Monthly,79,2,84.7
CUST-123073,4/16/2022,,Pro,Annual,79,1,61.7
CUST-123074,2/9/2024,,Basic,Monthly,29,4,45.2
CUST-123075,9/12/2024,,Pro,Annual,79,0,28.5
CUST-123076,6/11/2024,,Basic,Monthly,29,1,89.9
CUST-123077,7/15/2022,,Basic,Monthly,29,2,12.4
CUST-123078,5/25/2022,,Pro,Annual,79,2,43.8
CUST-123079,9/3/2024,,Pro,Monthly,79,3,42.5
CUST-123080,1/2/2024,,Basic,Monthly,29,4,14.5
CUST-123081,12/16/2022,,Basic,Annual,29,2,43.1
CUST-123082,2/28/2023,,Basic,Annual,29,4,34.4
CUST-123083,4/16/2023,,Pro,Monthly,79,5,35
CUST-123084,11/17/2023,,Enterprise,Monthly,299,1,37.6
CUST-123085,8/4/2022,10/24/2022,Pro,Annual,79,2,13.1
CUST-123086,4/3/2022,,Pro,Monthly,79,1,23.8
CUST-123087,9/17/2022,,Basic,Monthly,29,2,62.7
CUST-123088,7/22/2024,,Basic,Annual,29,2,58.6
CUST-123089,7/29/2023,,Pro,Monthly,79,3,31.9
CUST-123090,6/25/2023,,Basic,Monthly,29,1,36.3
CUST-123091,2/26/2024,,Basic,Monthly,29,2,44.9
CUST-123092,5/8/2024,,Pro,Monthly,79,3,80.1
CUST-123093,10/12/2022,,Enterprise,Monthly,299,1,34.1
CUST-123094,4/29/2023,,Basic,Monthly,29,1,34.4
CUST-123095,7/19/2024,12/19/2024,Enterprise,Annual,299,1,36.5
CUST-123096,1/7/2023,,Pro,Monthly,79,0,58.9
CUST-123097,3/11/2022,,Basic,Annual,29,3,40.1
CUST-123098,1/14/2023,,Pro,Annual,79,0,36.4
CUST-123099,10/6/2022,3/12/2023,Enterprise,Monthly,299,2,34.8
CUST-123100,1/13/2024,,Pro,Annual,79,2,47.9
CUST-123101,10/29/2022,,Pro,Monthly,79,0,37.2
CUST-123102,9/12/2022,,Pro,Monthly,79,3,13
CUST-123103,11/15/2023,4/1/2024,Pro,Monthly,79,6,49.9
CUST-123104,8/1/2024,,Basic,Monthly,29,4,48.9
CUST-123105,11/23/2023,9/1/2024,Basic,Annual,29,4,41.9
CUST-123106,9/21/2022,,Basic,Monthly,29,5,32.4
CUST-123107,11/26/2023,,Basic,Monthly,29,3,34.9
CUST-123108,4/13/2024,,Pro,Annual,79,2,37.1
CUST-123109,12/18/2023,,Pro,Monthly,79,2,57.3
CUST-123110,2/28/2023,,Basic,Annual,29,2,51.5
CUST-123111,1/31/2024,3/21/2024,Pro,Monthly,79,3,13.3
CUST-123112,8/1/2022,,Basic,Monthly,29,2,38.8
CUST-123113,11/2/2023,,Pro,Monthly,79,1,34.3
CUST-123114,8/1/2024,,Pro,Monthly,79,2,53.6
CUST-123115,4/10/2022,,Basic,Monthly,29,1,38.6
CUST-123116,4/8/2024,11/3/2024,Enterprise,Monthly,299,4,65.6
CUST-123117,4/22/2022,5/31/2022,Enterprise,Monthly,299,5,45.2
CUST-123118,11/4/2022,,Basic,Monthly,29,4,18.7
CUST-123119,11/9/2023,,Pro,Monthly,79,0,33.6
CUST-123120,4/20/2023,,Basic,Annual,29,5,21
CUST-123121,7/2/2023,,Basic,Monthly,29,2,59.1
CUST-123122,4/22/2022,,Enterprise,Annual,299,1,27.8
CUST-123123,3/28/2022,,Pro,Monthly,79,1,24.8
CUST-123124,7/2/2022,,Basic,Monthly,29,1,13.4
CUST-123125,8/20/2023,11/28/2023,Pro,Monthly,79,1,46.6
CUST-123126,2/20/2024,,Pro,Monthly,79,3,37.8
CUST-123127,6/14/2022,,Enterprise,Annual,299,1,48.6
CUST-123128,3/25/2024,,Basic,Monthly,29,1,16.3
CUST-123129,3/31/2022,,Pro,Monthly,79,1,39.9
CUST-123130,9/26/2024,,Enterprise,Annual,299,0,66.4
CUST-123131,3/31/2023,,Pro,Monthly,79,4,34.9
CUST-123132,8/26/2022,,Basic,Monthly,29,1,42.9
CUST-123133,9/25/2024,5/3/2025,Basic,Monthly,29,5,78.1
CUST-123134,6/18/2023,,Basic,Monthly,29,6,33.8
CUST-123135,11/10/2023,6/28/2024,Basic,Monthly,29,4,50.8
CUST-123136,12/28/2023,,Enterprise,Monthly,299,2,43
CUST-123137,2/27/2022,6/24/2022,Pro,Monthly,79,2,58.5
CUST-123138,6/26/2023,,Basic,Annual,29,3,26.3
CUST-123139,7/2/2024,,Pro,Annual,79,6,33.8
CUST-123140,9/10/2023,,Pro,Monthly,79,1,64.5
CUST-123141,2/6/2023,5/13/2023,Pro,Monthly,79,2,47.4
CUST-123142,4/21/2024,,Basic,Monthly,29,3,32.9
CUST-123143,11/10/2023,,Basic,Monthly,29,2,34.1
CUST-123144,5/11/2024,,Basic,Annual,29,5,36.3
CUST-123145,10/28/2023,,Basic,Annual,29,8,43
CUST-123146,4/18/2024,,Basic,Monthly,29,2,31.7
CUST-123147,6/3/2023,,Pro,Monthly,79,2,67.3
CUST-123148,7/16/2022,3/7/2023,Basic,Monthly,29,1,49.4
CUST-123149,4/12/2024,,Basic,Annual,29,2,39.5
CUST-123150,2/15/2022,,Enterprise,Monthly,299,2,34.2
CUST-123151,6/14/2023,8/28/2023,Pro,Monthly,79,3,52.2
CUST-123152,2/1/2023,,Pro,Monthly,79,1,58.4
CUST-123153,10/27/2023,,Basic,Monthly,29,3,45.7
CUST-123154,9/26/2024,3/29/2025,Pro,Monthly,79,3,51.7
CUST-123155,2/15/2024,,Basic,Annual,29,1,28.8
CUST-123156,3/15/2022,8/11/2022,Pro,Monthly,79,3,23.9
CUST-123157,2/20/2023,,Basic,Annual,29,1,45.6
CUST-123158,10/19/2023,12/28/2023,Pro,Monthly,79,1,45.4
CUST-123159,9/6/2023,3/4/2024,Enterprise,Monthly,299,3,46.4
CUST-123160,12/1/2022,1/7/2023,Basic,Annual,29,1,47.2
CUST-123161,4/26/2024,,Basic,Monthly,29,3,19.3
CUST-123162,9/25/2023,,Basic,Annual,29,4,41.2
CUST-123163,11/19/2023,,Pro,Monthly,79,0,62.2
CUST-123164,7/29/2023,,Basic,Monthly,29,0,48
CUST-123165,10/23/2022,,Pro,Annual,79,2,41.9
CUST-123166,3/25/2022,,Basic,Monthly,29,1,60.5
CUST-123167,1/15/2022,,Basic,Annual,29,0,35.1
CUST-123168,5/16/2024,,Pro,Annual,79,1,33.2
CUST-123169,5/14/2022,,Pro,Monthly,79,1,29.7
CUST-123170,4/23/2023,,Enterprise,Annual,299,1,46
CUST-123171,9/25/2023,,Basic,Monthly,29,3,48.4
CUST-123172,11/15/2022,,Basic,Monthly,29,2,52.1
CUST-123173,1/27/2023,,Basic,Monthly,29,3,52.5
CUST-123174,4/24/2023,7/8/2023,Enterprise,Monthly,299,2,38.5
CUST-123175,10/2/2023,11/10/2023,Pro,Monthly,79,1,47.2
CUST-123176,1/3/2023,,Enterprise,Monthly,299,1,31.2
CUST-123177,1/2/2023,,Enterprise,Monthly,299,2,43.3
CUST-123178,10/15/2022,,Pro,Monthly,79,2,40.4
CUST-123179,3/23/2024,,Basic,Monthly,29,4,26.9
CUST-123180,1/13/2023,,Basic,Monthly,29,4,37.8
CUST-123181,11/23/2023,,Basic,Monthly,29,0,26.2
CUST-123182,4/8/2023,,Pro,Monthly,79,1,16.1
CUST-123183,8/17/2023,,Basic,Monthly,29,1,36.8
CUST-123184,1/13/2022,,Pro,Monthly,79,2,28.2
CUST-123185,6/20/2023,9/21/2023,Basic,Monthly,29,0,41.7
CUST-123186,6/17/2022,,Basic,Monthly,29,2,42.3
CUST-123187,9/27/2022,,Basic,Monthly,29,1,35.2
CUST-123188,9/14/2024,,Pro,Monthly,79,1,53.8
CUST-123189,8/28/2024,10/12/2024,Basic,Monthly,29,3,41
CUST-123190,3/11/2022,,Pro,Monthly,79,2,16.8
CUST-123191,11/14/2022,,Pro,Annual,79,0,23.5
CUST-123192,1/11/2023,,Enterprise,Monthly,299,1,69.9
CUST-123193,3/30/2022,,Enterprise,Annual,299,3,38.8
CUST-123194,12/2/2023,,Pro,Monthly,79,1,42.9
CUST-123195,9/14/2022,,Pro,Monthly,79,1,18.1
CUST-123196,8/5/2022,,Basic,Monthly,29,1,75.2
CUST-123197,3/26/2023,,Pro,Monthly,79,4,30.8
CUST-123198,6/12/2024,,Basic,Monthly,29,2,65.7
CUST-123199,6/28/2023,,Basic,Annual,29,2,42.4
CUST-123200,5/21/2022,,Pro,Monthly,79,2,52.1
CUST-123201,6/10/2022,,Basic,Monthly,29,2,48.1
CUST-123202,2/1/2022,,Basic,Annual,29,4,41.1
CUST-123203,4/3/2024,6/1/2024,Basic,Monthly,29,3,35.6
CUST-123204,6/1/2022,,Enterprise,Monthly,299,2,36.2
CUST-123205,5/8/2024,,Basic,Annual,29,1,37.2
CUST-123206,9/17/2022,,Basic,Monthly,29,0,63.7
CUST-123207,12/29/2023,2/8/2024,Enterprise,Monthly,299,3,24.4
CUST-123208,10/6/2022,,Basic,Monthly,29,3,37.3
CUST-123209,10/12/2022,,Enterprise,Monthly,299,1,55.6
CUST-123210,9/2/2023,,Enterprise,Monthly,299,1,50.4
CUST-123211,7/5/2024,,Basic,Monthly,29,1,44.5
CUST-123212,6/26/2023,,Pro,Monthly,79,4,28.9
CUST-123213,8/25/2023,,Enterprise,Monthly,299,2,30.6
CUST-123214,5/28/2022,,Pro,Monthly,79,3,45.8
CUST-123215,10/18/2023,,Basic,Monthly,29,2,39.5
CUST-123216,3/8/2022,,Enterprise,Monthly,299,0,25.9
CUST-123217,8/2/2024,,Basic,Annual,29,2,17.8
CUST-123218,5/18/2024,,Basic,Monthly,29,0,40.7
CUST-123219,7/24/2023,1/26/2024,Enterprise,Monthly,299,3,38
CUST-123220,9/26/2024,,Basic,Monthly,29,5,40.5
CUST-123221,7/28/2024,,Pro,Monthly,79,3,43.1
CUST-123222,3/3/2024,,Basic,Monthly,29,0,43.9
CUST-123223,10/6/2022,,Pro,Monthly,79,3,29.7
CUST-123224,1/18/2024,,Basic,Monthly,29,2,40.6
CUST-123225,3/19/2023,,Basic,Annual,29,2,63.7
CUST-123226,6/15/2024,10/20/2024,Basic,Monthly,29,1,33.7
CUST-123227,5/14/2024,,Basic,Annual,29,4,45.3
CUST-123228,2/3/2023,,Basic,Monthly,29,1,46.4
CUST-123229,5/8/2022,,Basic,Monthly,29,2,39.6
